dataset_name,rows,columns,ml_readiness_score,readiness_status,missing_percentage,duplicate_rows,duplicate_percentage,numeric_columns_count,categorical_columns_count,fully_null_columns,constant_columns,possible_target_columns,possible_pii_columns,issues
dataset.csv,55500,15,85,GOOD_FOR_NEXT_STAGE,0.0,534,0.9622,3,12,[],[],"['Medical Condition', 'Test Results']","['Name', 'Insurance Provider']","['Duplicate rows found', 'Possible PII columns found']"
